file_name,mem_usage_mb,peak_mem_mb,avg_mem_petri_parser_mb,peak_mem_petri_parser_mb,avg_mem_dec_translator_mb,peak_mem_dec_translator_mb,time_ms
134.pnml,27.54,1.58,1.07,1.20,1.44,1.58,166.74
1350.pnml,96.74,15.59,10.63,11.95,14.32,15.59,12667.24
1351.pnml,96.91,15.63,10.66,12.00,14.35,15.63,12285.41
1352.pnml,96.93,15.64,10.67,12.01,14.36,15.64,12299.39
1353.pnml,96.89,15.65,10.68,12.02,14.37,15.65,12366.90
1354.pnml,97.12,15.67,10.68,12.03,14.38,15.67,12295.76
1355.pnml,97.15,15.68,10.69,12.03,14.39,15.68,12497.18
1356.pnml,97.18,15.69,10.70,12.04,14.41,15.69,12517.83
1357.pnml,97.23,15.70,10.71,12.05,14.42,15.70,12218.37
1358.pnml,97.26,15.71,10.71,12.06,14.43,15.71,12462.69
1359.pnml,97.30,15.72,10.72,12.07,14.44,15.72,12528.00
135.pnml,27.57,1.59,1.08,1.21,1.45,1.59,166.75
1360.pnml,97.34,15.73,10.73,12.08,14.45,15.73,12523.23
1361.pnml,97.29,15.74,10.74,12.08,14.46,15.74,12879.40
1362.pnml,97.53,15.75,10.74,12.09,14.47,15.75,12740.57
1363.pnml,97.32,15.76,10.75,12.10,14.48,15.76,12446.17
1364.pnml,97.61,15.77,10.76,12.11,14.49,15.77,12650.93
1365.pnml,97.65,15.78,10.77,12.12,14.50,15.78,12699.43
1366.pnml,97.51,15.79,10.77,12.13,14.51,15.79,12575.04
1367.pnml,97.73,15.80,10.78,12.14,14.52,15.80,12573.99
1368.pnml,97.76,15.82,10.79,12.14,14.53,15.82,12595.40
1369.pnml,97.80,15.83,10.80,12.15,14.54,15.83,12666.70
136.pnml,27.60,1.60,1.09,1.22,1.46,1.60,170.90
1370.pnml,97.88,15.84,10.81,12.16,14.55,15.84,12544.79
1371.pnml,97.92,15.85,10.81,12.17,14.56,15.85,12613.29
1372.pnml,97.73,15.86,10.82,12.18,14.57,15.86,12658.49
1373.pnml,98.05,15.87,10.83,12.19,14.58,15.87,12913.34
1374.pnml,98.13,15.88,10.84,12.20,14.59,15.88,12746.00
1375.pnml,98.16,15.89,10.84,12.20,14.60,15.89,12772.65
1376.pnml,98.20,15.90,10.85,12.21,14.61,15.90,12656.03
1377.pnml,98.23,15.91,10.86,12.22,14.62,15.91,12835.48
1378.pnml,98.27,15.92,10.87,12.23,14.63,15.92,12748.61
1379.pnml,98.30,15.93,10.87,12.24,14.64,15.93,13017.06
137.pnml,27.62,1.61,1.09,1.23,1.47,1.61,170.68
1380.pnml,98.33,15.94,10.88,12.25,14.65,15.94,13169.35
1381.pnml,98.36,15.96,10.89,12.25,14.66,15.96,13062.61
1382.pnml,98.40,15.97,10.90,12.26,14.67,15.97,13086.10
1383.pnml,98.54,15.98,10.90,12.27,14.68,15.98,12881.11
1384.pnml,98.57,15.99,10.91,12.28,14.69,15.99,13127.01
1385.pnml,98.61,16.00,10.92,12.29,14.70,16.00,32295.95
1386.pnml,98.65,16.01,10.93,12.30,14.71,16.01,13039.38
1387.pnml,98.81,16.02,10.93,12.31,14.72,16.02,13208.67
1388.pnml,98.84,16.03,10.94,12.31,14.74,16.03,12892.78
1389.pnml,98.63,16.04,10.95,12.32,14.75,16.04,13421.15
138.pnml,27.79,1.63,1.10,1.24,1.49,1.63,179.29
1390.pnml,98.77,16.05,10.96,12.33,14.76,16.05,12878.03
1391.pnml,98.68,16.06,10.97,12.34,14.77,16.06,13059.52
1392.pnml,99.08,16.07,10.97,12.35,14.78,16.07,13045.18
1393.pnml,99.12,16.08,10.98,12.36,14.79,16.08,12924.64
1394.pnml,99.15,16.10,10.99,12.36,14.80,16.10,12869.46
1395.pnml,99.06,16.11,11.00,12.37,14.81,16.11,13280.74
1396.pnml,99.22,16.12,11.00,12.38,14.82,16.12,13230.96
1397.pnml,99.14,16.13,11.01,12.39,14.83,16.13,13081.98
1398.pnml,99.28,16.14,11.02,12.40,14.84,16.14,13308.35
1399.pnml,99.44,16.16,11.03,12.42,14.86,16.16,13168.52
139.pnml,27.82,1.64,1.11,1.25,1.50,1.64,175.35
13.pnml,20.50,0.19,0.12,0.13,0.16,0.17,6.65
1400.pnml,99.20,16.17,11.04,12.42,14.87,16.17,12946.24
1401.pnml,99.38,16.18,11.05,12.43,14.88,16.18,13054.87
1402.pnml,99.32,16.19,11.06,12.44,14.89,16.19,13091.48
1403.pnml,99.45,16.20,11.06,12.45,14.90,16.20,13503.64
1404.pnml,99.57,16.21,11.07,12.46,14.91,16.21,13469.50
1405.pnml,99.62,16.22,11.08,12.47,14.92,16.22,13310.90
1406.pnml,99.66,16.23,11.09,12.47,14.93,16.23,13496.47
1407.pnml,99.70,16.24,11.10,12.48,14.94,16.24,13542.14
1408.pnml,99.84,16.25,11.10,12.49,14.95,16.25,13358.87
1409.pnml,99.76,16.26,11.11,12.50,14.96,16.26,13342.27
140.pnml,27.85,1.65,1.12,1.25,1.51,1.65,180.97
1410.pnml,99.93,16.28,11.12,12.51,14.97,16.28,13132.15
1411.pnml,99.96,16.29,11.13,12.52,14.98,16.29,13406.87
1412.pnml,100.11,16.30,11.13,12.53,14.99,16.30,13501.29
1413.pnml,100.03,16.31,11.14,12.53,15.00,16.31,13926.28
1414.pnml,100.22,16.32,11.15,12.54,15.01,16.32,13569.11
1415.pnml,100.21,16.33,11.16,12.55,15.02,16.33,13762.05
1416.pnml,100.24,16.34,11.16,12.56,15.03,16.34,13532.55
1417.pnml,100.40,16.35,11.17,12.57,15.04,16.35,13730.78
1418.pnml,100.23,16.36,11.18,12.58,15.05,16.36,13711.37
1419.pnml,100.21,16.37,11.19,12.59,15.06,16.37,13370.61
141.pnml,27.89,1.66,1.13,1.27,1.52,1.66,180.17
1420.pnml,100.42,16.38,11.19,12.59,15.07,16.38,13806.08
1421.pnml,100.29,16.39,11.20,12.60,15.08,16.39,16092.13
1422.pnml,100.58,16.40,11.21,12.61,15.09,16.40,13643.19
1423.pnml,100.73,16.41,11.22,12.62,15.10,16.41,13425.41
1424.pnml,96.77,16.43,11.23,12.63,15.11,16.43,13712.28
1425.pnml,96.82,16.44,11.23,12.64,15.12,16.44,13724.26
1426.pnml,96.84,16.45,11.24,12.64,15.13,16.45,13458.90
1427.pnml,96.94,16.46,11.25,12.65,15.14,16.46,13700.20
1428.pnml,96.96,16.47,11.26,12.66,15.15,16.47,13500.01
1429.pnml,97.03,16.48,11.26,12.67,15.17,16.48,13786.32
142.pnml,28.04,1.67,1.14,1.28,1.53,1.67,182.34
1430.pnml,96.73,16.49,11.27,12.68,15.18,16.49,13942.90
1431.pnml,97.10,16.50,11.28,12.69,15.19,16.50,13871.48
1432.pnml,97.13,16.51,11.29,12.70,15.20,16.51,13946.93
1433.pnml,97.14,16.52,11.29,12.70,15.21,16.52,13978.05
1434.pnml,97.24,16.53,11.30,12.71,15.22,16.53,13909.84
1435.pnml,97.26,16.54,11.31,12.72,15.23,16.54,14017.50
1436.pnml,97.33,16.55,11.32,12.73,15.24,16.55,14445.02
1437.pnml,97.39,16.57,11.32,12.74,15.25,16.57,13945.27
1438.pnml,97.48,16.58,11.33,12.75,15.26,16.58,13993.17
1439.pnml,97.49,16.59,11.34,12.75,15.27,16.59,14050.85
143.pnml,28.08,1.68,1.14,1.29,1.54,1.68,184.23
1440.pnml,97.53,16.60,11.35,12.76,15.28,16.60,13773.79
1441.pnml,97.53,16.61,11.36,12.77,15.29,16.61,13851.27
1442.pnml,97.68,16.62,11.36,12.78,15.30,16.62,13965.88
1443.pnml,97.70,16.63,11.37,12.79,15.31,16.63,13955.81
1444.pnml,97.70,16.64,11.38,12.80,15.32,16.64,14085.05
1445.pnml,97.62,16.65,11.39,12.81,15.33,16.65,13954.84
1446.pnml,97.89,16.66,11.39,12.81,15.34,16.66,14076.77
1447.pnml,97.83,16.67,11.40,12.82,15.35,16.67,13810.80
1448.pnml,97.99,16.68,11.41,12.83,15.36,16.68,13999.93
1449.pnml,98.03,16.69,11.42,12.84,15.37,16.69,13932.35
144.pnml,28.11,1.69,1.15,1.29,1.55,1.69,190.69
1450.pnml,97.76,16.71,11.42,12.85,15.38,16.71,14239.67
1451.pnml,98.25,16.72,11.43,12.86,15.39,16.72,14252.85
1452.pnml,98.28,16.73,11.44,12.87,15.40,16.73,14317.92
1453.pnml,98.11,16.74,11.45,12.87,15.41,16.74,14515.09
1454.pnml,98.38,16.75,11.45,12.88,15.42,16.75,14335.43
1455.pnml,98.25,16.76,11.46,12.89,15.43,16.76,14299.20
1456.pnml,98.41,16.77,11.47,12.90,15.44,16.77,14237.99
1457.pnml,98.40,16.78,11.48,12.91,15.45,16.78,14322.28
1458.pnml,98.43,16.79,11.48,12.92,15.46,16.79,14608.70
1459.pnml,98.55,16.80,11.49,12.92,15.47,16.80,14512.64
145.pnml,28.14,1.71,1.16,1.30,1.56,1.71,190.90
1460.pnml,98.64,16.81,11.50,12.93,15.48,16.81,14180.25
1461.pnml,98.69,16.82,11.51,12.94,15.49,16.82,14869.40
1462.pnml,98.73,16.83,11.52,12.95,15.51,16.83,14229.34
1463.pnml,98.78,16.84,11.52,12.96,15.52,16.84,14331.66
1464.pnml,98.83,16.86,11.53,12.97,15.53,16.86,14366.90
1465.pnml,98.77,16.87,11.54,12.98,15.54,16.87,14152.05
1466.pnml,98.99,16.88,11.55,12.98,15.55,16.88,14417.77
1467.pnml,98.90,16.89,11.55,12.99,15.56,16.89,14463.09
1468.pnml,99.08,16.90,11.56,13.00,15.57,16.90,14596.94
1469.pnml,99.15,16.91,11.57,13.01,15.58,16.91,14286.44
146.pnml,28.17,1.72,1.17,1.31,1.57,1.72,189.89
1470.pnml,99.06,16.92,11.58,13.02,15.59,16.92,14705.88
1471.pnml,99.25,16.93,11.58,13.03,15.60,16.93,14644.93
1472.pnml,99.21,16.94,11.59,13.03,15.61,16.94,14708.94
1473.pnml,99.34,16.95,11.60,13.04,15.62,16.95,14611.74
1474.pnml,99.39,16.96,11.61,13.05,15.63,16.96,14699.74
1475.pnml,99.45,16.97,11.61,13.06,15.64,16.97,18903.60
1476.pnml,99.62,16.98,11.62,13.07,15.65,16.98,14598.32
1477.pnml,99.61,17.00,11.63,13.08,15.66,17.00,14602.99
1478.pnml,99.50,17.01,11.64,13.09,15.67,17.01,14846.95
1479.pnml,99.62,17.02,11.65,13.09,15.68,17.02,15053.63
147.pnml,27.94,1.73,1.17,1.32,1.58,1.73,204.01
1480.pnml,99.78,17.03,11.65,13.10,15.69,17.03,14765.53
1481.pnml,99.81,17.04,11.66,13.11,15.70,17.04,14933.48
1482.pnml,99.88,17.05,11.67,13.12,15.71,17.05,15259.01
1483.pnml,99.93,17.06,11.68,13.13,15.72,17.06,15021.39
1484.pnml,99.97,17.07,11.68,13.14,15.73,17.07,15014.80
1485.pnml,99.96,17.08,11.69,13.15,15.74,17.08,14952.01
1486.pnml,99.87,17.09,11.70,13.15,15.75,17.09,14804.83
1487.pnml,100.08,17.10,11.71,13.16,15.76,17.10,14939.00
1488.pnml,100.11,17.11,11.71,13.17,15.77,17.11,15173.10
1489.pnml,100.31,17.12,11.72,13.18,15.78,17.12,14891.58
148.pnml,28.23,1.74,1.18,1.33,1.59,1.74,200.68
1490.pnml,100.37,17.14,11.73,13.19,15.79,17.14,14787.43
1491.pnml,100.41,17.15,11.74,13.20,15.80,17.15,15205.13
1492.pnml,100.33,17.16,11.74,13.20,15.81,17.16,14810.07
1493.pnml,100.48,17.17,11.75,13.21,15.82,17.17,15343.90
1494.pnml,100.51,17.18,11.76,13.22,15.83,17.18,15260.63
1495.pnml,100.40,17.19,11.77,13.23,15.85,17.19,15334.15
1496.pnml,100.62,17.20,11.77,13.24,15.86,17.20,15134.00
1497.pnml,100.55,17.21,11.78,13.25,15.87,17.21,15273.27
1498.pnml,100.61,17.22,11.79,13.26,15.88,17.22,15226.04
1499.pnml,100.76,17.23,11.80,13.26,15.89,17.23,15034.36
149.pnml,28.39,1.75,1.19,1.34,1.60,1.75,200.55
14.pnml,20.62,0.21,0.13,0.14,0.17,0.18,7.38
1500.pnml,100.78,17.24,11.81,13.27,15.90,17.24,15292.40
1501.pnml,100.66,17.25,11.81,13.28,15.91,17.25,15153.71
1502.pnml,100.77,17.26,11.82,13.29,15.92,17.26,15489.29
1503.pnml,100.85,17.28,11.83,13.30,15.93,17.28,15236.22
1504.pnml,101.01,17.29,11.84,13.31,15.94,17.29,15405.14
1505.pnml,101.04,17.30,11.84,13.32,15.95,17.30,15142.74
1506.pnml,101.06,17.31,11.85,13.32,15.96,17.31,15093.50
1507.pnml,101.08,17.32,11.86,13.33,15.97,17.32,15376.47
1508.pnml,101.07,17.33,11.87,13.34,15.98,17.33,15490.76
1509.pnml,101.25,17.34,11.87,13.35,15.99,17.34,18146.17
150.pnml,28.21,1.76,1.20,1.34,1.61,1.76,202.01
1510.pnml,101.36,17.35,11.88,13.36,16.00,17.35,15433.90
1511.pnml,101.07,17.36,11.89,13.37,16.01,17.36,15189.44
1512.pnml,101.44,17.37,11.90,13.37,16.02,17.37,15855.58
1513.pnml,101.50,17.38,11.90,13.38,16.03,17.38,15551.29
1514.pnml,101.50,17.39,11.91,13.39,16.04,17.39,15556.00
1515.pnml,101.46,17.40,11.92,13.40,16.05,17.40,15437.70
1516.pnml,101.56,17.41,11.93,13.41,16.06,17.41,15463.75
1517.pnml,101.71,17.43,11.94,13.42,16.07,17.43,16015.77
1518.pnml,101.72,17.44,11.94,13.43,16.08,17.44,15611.05
1519.pnml,101.88,17.47,11.96,13.44,16.11,17.47,15603.26
151.pnml,28.35,1.77,1.20,1.35,1.62,1.77,199.33
