file_name,mem_usage_mb,peak_mem_mb,avg_mem_overall_mb,time_ms
709,23.58,0.75,0.45,38.48
710,23.56,0.75,0.45,41.02
711,23.70,0.75,0.45,37.29
712,23.46,0.76,0.45,38.81
713,23.60,0.76,0.45,39.77
714,23.44,0.76,0.45,44.21
715,23.53,0.76,0.45,38.24
716,23.70,0.76,0.45,39.20
717,23.46,0.76,0.45,39.53
718,23.41,0.76,0.45,39.62
719,23.59,0.76,0.45,42.53
720,23.55,0.76,0.46,37.20
721,23.41,0.76,0.46,37.91
722,23.53,0.76,0.46,39.93
723,23.29,0.76,0.46,40.00
724,23.38,0.77,0.46,38.68
725,23.56,0.77,0.46,39.26
726,23.71,0.77,0.46,38.82
727,23.66,0.77,0.46,39.59
728,23.59,0.77,0.46,44.04
729,23.81,0.77,0.46,39.92
730,23.68,0.77,0.46,38.27
731,23.70,0.77,0.46,38.03
732,23.46,0.77,0.46,39.60
733,23.43,0.77,0.46,41.40
734,23.68,0.77,0.46,39.06
735,23.47,0.77,0.46,40.81
736,23.42,0.77,0.47,42.16
737,23.72,0.78,0.47,40.90
738,23.73,0.78,0.47,43.66
739,23.68,0.78,0.47,43.95
740,23.84,0.78,0.47,38.30
741,23.61,0.78,0.47,42.43
742,23.66,0.78,0.47,41.60
743,23.43,0.78,0.47,39.85
744,23.52,0.78,0.47,39.57
745,23.44,0.78,0.47,39.68
746,23.45,0.78,0.47,39.62
747,23.55,0.78,0.47,40.91
748,23.72,0.78,0.47,40.11
749,23.84,0.79,0.47,40.00
750,23.89,0.79,0.47,38.88
751,23.21,0.79,0.47,40.42
752,23.60,0.79,0.47,39.36
753,23.44,0.79,0.48,41.06
754,23.58,0.79,0.48,40.94
755,23.63,0.79,0.48,40.06
756,23.62,0.79,0.48,40.81
757,23.56,0.79,0.48,40.81
758,23.80,0.79,0.48,41.38
759,23.12,0.79,0.48,41.71
760,23.96,0.80,0.48,40.60
761,23.86,0.80,0.48,39.38
762,23.95,0.80,0.48,40.01
763,23.60,0.80,0.48,43.23
764,23.51,0.80,0.48,41.13
765,23.95,0.80,0.48,42.28
766,23.85,0.80,0.48,41.31
767,23.99,0.80,0.48,42.00
768,23.82,0.80,0.49,40.52
