file_name,mem_usage_mb,peak_mem_mb,avg_mem_overall_mb,time_ms
5.pnml,19.52,0.05,0.01,1.66
600.pnml,22.91,0.65,0.38,30.87
601.pnml,22.97,0.65,0.38,31.31
602.pnml,23.18,0.65,0.38,31.11
603.pnml,22.98,0.65,0.38,31.87
604.pnml,23.20,0.65,0.38,31.84
605.pnml,23.08,0.65,0.38,33.02
606.pnml,22.91,0.66,0.38,32.52
607.pnml,22.98,0.66,0.39,31.86
608.pnml,23.07,0.66,0.39,32.83
609.pnml,23.22,0.66,0.39,33.08
60.pnml,20.07,0.10,0.05,3.75
610.pnml,23.24,0.66,0.39,31.88
611.pnml,23.07,0.66,0.39,32.31
612.pnml,23.12,0.66,0.39,32.94
613.pnml,23.21,0.66,0.39,32.35
614.pnml,23.21,0.66,0.39,32.65
615.pnml,23.02,0.66,0.39,32.23
616.pnml,22.92,0.66,0.39,32.67
617.pnml,23.24,0.66,0.39,33.19
618.pnml,23.13,0.66,0.39,34.89
619.pnml,23.16,0.67,0.39,34.01
61.pnml,19.83,0.10,0.05,3.79
620.pnml,23.17,0.67,0.39,33.42
621.pnml,23.08,0.67,0.39,32.81
622.pnml,23.09,0.67,0.40,34.55
623.pnml,22.97,0.67,0.40,33.19
624.pnml,23.26,0.67,0.40,33.11
625.pnml,23.15,0.67,0.40,32.81
626.pnml,23.21,0.67,0.40,33.24
627.pnml,22.96,0.67,0.40,35.75
628.pnml,23.29,0.67,0.40,33.98
629.pnml,23.26,0.67,0.40,34.36
62.pnml,19.99,0.10,0.05,3.88
630.pnml,23.23,0.68,0.40,32.17
631.pnml,23.38,0.68,0.40,34.91
632.pnml,23.21,0.68,0.40,35.90
633.pnml,23.01,0.68,0.40,35.84
634.pnml,23.27,0.68,0.40,36.14
635.pnml,23.09,0.68,0.40,34.47
636.pnml,23.30,0.68,0.40,33.78
637.pnml,23.23,0.68,0.40,35.79
638.pnml,23.30,0.68,0.40,32.92
639.pnml,23.11,0.68,0.41,34.57
63.pnml,19.95,0.10,0.05,3.98
640.pnml,23.21,0.68,0.41,32.90
641.pnml,23.27,0.68,0.41,32.57
642.pnml,23.02,0.68,0.41,38.83
643.pnml,23.09,0.69,0.41,33.74
644.pnml,23.16,0.69,0.41,36.64
645.pnml,23.34,0.69,0.41,34.59
646.pnml,23.27,0.69,0.41,36.96
647.pnml,23.07,0.69,0.41,37.25
648.pnml,23.16,0.69,0.41,33.89
649.pnml,23.07,0.69,0.41,35.31
64.pnml,19.88,0.10,0.05,3.94
650.pnml,23.10,0.69,0.41,33.27
651.pnml,23.06,0.69,0.41,33.40
652.pnml,23.36,0.69,0.41,35.09
653.pnml,23.14,0.69,0.41,39.20
654.pnml,23.02,0.69,0.41,37.19
655.pnml,23.11,0.70,0.41,34.63
656.pnml,23.20,0.70,0.42,48.89
657.pnml,23.26,0.70,0.42,35.41
658.pnml,23.32,0.70,0.42,34.79
659.pnml,23.02,0.70,0.42,34.97
65.pnml,19.87,0.10,0.05,4.15
660.pnml,23.33,0.70,0.42,34.49
661.pnml,23.36,0.70,0.42,34.68
